T1_FARM_CARROT_SEED,Nasiona Marchwi
T8_2H_DAGGERPAIR@3,Para Sztyletów Starszego
T4_2H_CLAWPAIR,Szpony Adepta
T4_2H_CLAWPAIR@1,Szpony Adepta
T4_2H_CLAWPAIR@2,Szpony Adepta
T4_2H_CLAWPAIR@3,Szpony Adepta
T5_2H_CLAWPAIR,Szpony Znawcy
T5_2H_CLAWPAIR@1,Szpony Znawcy
T5_2H_CLAWPAIR@2,Szpony Znawcy
T5_2H_CLAWPAIR@3,Szpony Znawcy
T6_2H_CLAWPAIR,Szpony Mistrza
T6_2H_CLAWPAIR@1,Szpony Mistrza
T6_2H_CLAWPAIR@2,Szpony Mistrza
T6_2H_CLAWPAIR@3,Szpony Mistrza
T7_2H_CLAWPAIR,Szpony Wszechmistrza
T7_2H_CLAWPAIR@1,Szpony Wszechmistrza
T7_2H_CLAWPAIR@2,Szpony Wszechmistrza
T7_2H_CLAWPAIR@3,Szpony Wszechmistrza
T8_2H_CLAWPAIR,Szpony Starszego
T8_2H_CLAWPAIR@1,Szpony Starszego
T8_2H_CLAWPAIR@2,Szpony Starszego
T8_2H_CLAWPAIR@3,Szpony Starszego
T4_MAIN_RAPIER_MORGANA,Upuszczacz Krwi Adepta
T4_MAIN_RAPIER_MORGANA@1,Upuszczacz Krwi Adepta
T4_MAIN_RAPIER_MORGANA@2,Upuszczacz Krwi Adepta
T4_MAIN_RAPIER_MORGANA@3,Upuszczacz Krwi Adepta
T5_MAIN_RAPIER_MORGANA,Upuszczacz Krwi Znawcy
T5_MAIN_RAPIER_MORGANA@1,Upuszczacz Krwi Znawcy
T5_MAIN_RAPIER_MORGANA@2,Upuszczacz Krwi Znawcy
T5_MAIN_RAPIER_MORGANA@3,Upuszczacz Krwi Znawcy
T6_MAIN_RAPIER_MORGANA,Upuszczacz Krwi Mistrza
T6_MAIN_RAPIER_MORGANA@1,Upuszczacz Krwi Mistrza
T6_MAIN_RAPIER_MORGANA@2,Upuszczacz Krwi Mistrza
T6_MAIN_RAPIER_MORGANA@3,Upuszczacz Krwi Mistrza
T7_MAIN_RAPIER_MORGANA,Upuszczacz Krwi Wszechmistrza
T7_MAIN_RAPIER_MORGANA@1,Upuszczacz Krwi Wszechmistrza
T7_MAIN_RAPIER_MORGANA@2,Upuszczacz Krwi Wszechmistrza
T7_MAIN_RAPIER_MORGANA@3,Upuszczacz Krwi Wszechmistrza
T8_MAIN_RAPIER_MORGANA,Upuszczacz Krwi Starszego
T8_MAIN_RAPIER_MORGANA@1,Upuszczacz Krwi Starszego
T8_MAIN_RAPIER_MORGANA@2,Upuszczacz Krwi Starszego
T8_MAIN_RAPIER_MORGANA@3,Upuszczacz Krwi Starszego
T4_MAIN_DAGGER_HELL,Demoniczny Kieł Adepta
T4_MAIN_DAGGER_HELL@1,Demoniczny Kieł Adepta
T4_MAIN_DAGGER_HELL@2,Demoniczny Kieł Adepta
T4_MAIN_DAGGER_HELL@3,Demoniczny Kieł Adepta
T5_MAIN_DAGGER_HELL,Demoniczny Kieł Znawcy
T5_MAIN_DAGGER_HELL@1,Demoniczny Kieł Znawcy
T5_MAIN_DAGGER_HELL@2,Demoniczny Kieł Znawcy
T5_MAIN_DAGGER_HELL@3,Demoniczny Kieł Znawcy
T6_MAIN_DAGGER_HELL,Demoniczny Kieł Mistrza
T6_MAIN_DAGGER_HELL@1,Demoniczny Kieł Mistrza
T6_MAIN_DAGGER_HELL@2,Demoniczny Kieł Mistrza
T6_MAIN_DAGGER_HELL@3,Demoniczny Kieł Mistrza
T7_MAIN_DAGGER_HELL,Demoniczny Kieł Wszechmistrza
T7_MAIN_DAGGER_HELL@1,Demoniczny Kieł Wszechmistrza
T7_MAIN_DAGGER_HELL@2,Demoniczny Kieł Wszechmistrza
T7_MAIN_DAGGER_HELL@3,Demoniczny Kieł Wszechmistrza
T8_MAIN_DAGGER_HELL,Demoniczny Kieł Starszego
T8_MAIN_DAGGER_HELL@1,Demoniczny Kieł Starszego
T8_MAIN_DAGGER_HELL@2,Demoniczny Kieł Starszego
T8_MAIN_DAGGER_HELL@3,Demoniczny Kieł Starszego
T4_2H_IRONGAUNTLETS_HELL,Czarne Ręce Adepta
T4_2H_IRONGAUNTLETS_HELL@1,Czarne Ręce Adepta
T4_2H_IRONGAUNTLETS_HELL@2,Czarne Ręce Adepta
T4_2H_IRONGAUNTLETS_HELL@3,Czarne Ręce Adepta
T5_2H_IRONGAUNTLETS_HELL,Czarne Ręce Znawcy
T5_2H_IRONGAUNTLETS_HELL@1,Czarne Ręce Znawcy
T5_2H_IRONGAUNTLETS_HELL@2,Czarne Ręce Znawcy
T5_2H_IRONGAUNTLETS_HELL@3,Czarne Ręce Znawcy
T6_2H_IRONGAUNTLETS_HELL,Czarne Ręce Mistrza
T6_2H_IRONGAUNTLETS_HELL@1,Czarne Ręce Mistrza
T6_2H_IRONGAUNTLETS_HELL@2,Czarne Ręce Mistrza
T6_2H_IRONGAUNTLETS_HELL@3,Czarne Ręce Mistrza
T7_2H_IRONGAUNTLETS_HELL,Czarne Ręce Wszechmistrza
T7_2H_IRONGAUNTLETS_HELL@1,Czarne Ręce Wszechmistrza
T7_2H_IRONGAUNTLETS_HELL@2,Czarne Ręce Wszechmistrza
T7_2H_IRONGAUNTLETS_HELL@3,Czarne Ręce Wszechmistrza
T8_2H_IRONGAUNTLETS_HELL,Czarne Ręce Starszego
T8_2H_IRONGAUNTLETS_HELL@1,Czarne Ręce Starszego
T8_2H_IRONGAUNTLETS_HELL@2,Czarne Ręce Starszego
T8_2H_IRONGAUNTLETS_HELL@3,Czarne Ręce Starszego
T4_2H_DUALSICKLE_UNDEAD,Śmiercionośki Adepta
T4_2H_DUALSICKLE_UNDEAD@1,Śmiercionośki Adepta
T4_2H_DUALSICKLE_UNDEAD@2,Śmiercionośki Adepta
T4_2H_DUALSICKLE_UNDEAD@3,Śmiercionośki Adepta
T5_2H_DUALSICKLE_UNDEAD,Śmiercionośki Znawcy
T5_2H_DUALSICKLE_UNDEAD@1,Śmiercionośki Znawcy
T5_2H_DUALSICKLE_UNDEAD@2,Śmiercionośki Znawcy
T5_2H_DUALSICKLE_UNDEAD@3,Śmiercionośki Znawcy
T6_2H_DUALSICKLE_UNDEAD,Śmiercionośki Mistrza
T6_2H_DUALSICKLE_UNDEAD@1,Śmiercionośki Mistrza
T6_2H_DUALSICKLE_UNDEAD@2,Śmiercionośki Mistrza
T6_2H_DUALSICKLE_UNDEAD@3,Śmiercionośki Mistrza
T7_2H_DUALSICKLE_UNDEAD,Śmiercionośki Wszechmistrza
T7_2H_DUALSICKLE_UNDEAD@1,Śmiercionośki Wszechmistrza
T7_2H_DUALSICKLE_UNDEAD@2,Śmiercionośki Wszechmistrza
T7_2H_DUALSICKLE_UNDEAD@3,Śmiercionośki Wszechmistrza
T8_2H_DUALSICKLE_UNDEAD,Śmiercionośki Starszego
T8_2H_DUALSICKLE_UNDEAD@1,Śmiercionośki Starszego
T8_2H_DUALSICKLE_UNDEAD@2,Śmiercionośki Starszego
T8_2H_DUALSICKLE_UNDEAD@3,Śmiercionośki Starszego
T4_2H_DAGGER_KATAR_AVALON,Oswojona Furia Adepta
T4_2H_DAGGER_KATAR_AVALON@1,Oswojona Furia Adepta
T4_2H_DAGGER_KATAR_AVALON@2,Oswojona Furia Adepta
T4_2H_DAGGER_KATAR_AVALON@3,Oswojona Furia Adepta
T5_2H_DAGGER_KATAR_AVALON,Oswojona Furia Znawcy
T5_2H_DAGGER_KATAR_AVALON@1,Oswojona Furia Znawcy
T5_2H_DAGGER_KATAR_AVALON@2,Oswojona Furia Znawcy
T5_2H_DAGGER_KATAR_AVALON@3,Oswojona Furia Znawcy
T6_2H_DAGGER_KATAR_AVALON,Oswojona Furia Mistrza
T6_2H_DAGGER_KATAR_AVALON@1,Oswojona Furia Mistrza
T6_2H_DAGGER_KATAR_AVALON@2,Oswojona Furia Mistrza
T6_2H_DAGGER_KATAR_AVALON@3,Oswojona Furia Mistrza
T7_2H_DAGGER_KATAR_AVALON,Oswojona Furia Wszechmistrza
T7_2H_DAGGER_KATAR_AVALON@1,Oswojona Furia Wszechmistrza
T7_2H_DAGGER_KATAR_AVALON@2,Oswojona Furia Wszechmistrza
T7_2H_DAGGER_KATAR_AVALON@3,Oswojona Furia Wszechmistrza
T8_2H_DAGGER_KATAR_AVALON,Oswojona Furia Starszego
T8_2H_DAGGER_KATAR_AVALON@1,Oswojona Furia Starszego
T8_2H_DAGGER_KATAR_AVALON@2,Oswojona Furia Starszego
T8_2H_DAGGER_KATAR_AVALON@3,Oswojona Furia Starszego
T3_MAIN_SPEAR,Włócznia Czeladnika
T4_MAIN_SPEAR,Włócznia Adepta
T4_MAIN_SPEAR@1,Włócznia Adepta
T4_MAIN_SPEAR@2,Włócznia Adepta
T4_MAIN_SPEAR@3,Włócznia Adepta
T5_MAIN_SPEAR,Włócznia Znawcy
T5_MAIN_SPEAR@1,Włócznia Znawcy
T5_MAIN_SPEAR@2,Włócznia Znawcy
T5_MAIN_SPEAR@3,Włócznia Znawcy
T6_MAIN_SPEAR,Włócznia Mistrza
T6_MAIN_SPEAR@1,Włócznia Mistrza
T6_MAIN_SPEAR@2,Włócznia Mistrza
T6_MAIN_SPEAR@3,Włócznia Mistrza
T7_MAIN_SPEAR,Włócznia Wszechmistrza
T7_MAIN_SPEAR@1,Włócznia Wszechmistrza
T7_MAIN_SPEAR@2,Włócznia Wszechmistrza
T7_MAIN_SPEAR@3,Włócznia Wszechmistrza
T8_MAIN_SPEAR,Włócznia Starszego
T8_MAIN_SPEAR@1,Włócznia Starszego
T8_MAIN_SPEAR@2,Włócznia Starszego
T8_MAIN_SPEAR@3,Włócznia Starszego
T4_2H_SPEAR,Pika Adepta
T4_2H_SPEAR@1,Pika Adepta
T4_2H_SPEAR@2,Pika Adepta
T4_2H_SPEAR@3,Pika Adepta
T5_2H_SPEAR,Pika Znawcy
T5_2H_SPEAR@1,Pika Znawcy
T5_2H_SPEAR@2,Pika Znawcy
T5_2H_SPEAR@3,Pika Znawcy
T6_2H_SPEAR,Pika Mistrza
T6_2H_SPEAR@1,Pika Mistrza
T6_2H_SPEAR@2,Pika Mistrza
T6_2H_SPEAR@3,Pika Mistrza
T7_2H_SPEAR,Pika Wszechmistrza
T7_2H_SPEAR@1,Pika Wszechmistrza
T7_2H_SPEAR@2,Pika Wszechmistrza
T7_2H_SPEAR@3,Pika Wszechmistrza
T8_2H_SPEAR,Pika Starszego
T8_2H_SPEAR@1,Pika Starszego
T8_2H_SPEAR@2,Pika Starszego
T8_2H_SPEAR@3,Pika Starszego
T4_2H_GLAIVE,Glewia Adepta
T4_2H_GLAIVE@1,Glewia Adepta
T4_2H_GLAIVE@2,Glewia Adepta
T4_2H_GLAIVE@3,Glewia Adepta
T5_2H_GLAIVE,Glewia Znawcy
T5_2H_GLAIVE@1,Glewia Znawcy
T5_2H_GLAIVE@2,Glewia Znawcy
T5_2H_GLAIVE@3,Glewia Znawcy
T6_2H_GLAIVE,Glewia Mistrza
T6_2H_GLAIVE@1,Glewia Mistrza
T6_2H_GLAIVE@2,Glewia Mistrza
T6_2H_GLAIVE@3,Glewia Mistrza
T7_2H_GLAIVE,Glewia Wszechmistrza
T7_2H_GLAIVE@1,Glewia Wszechmistrza
T7_2H_GLAIVE@2,Glewia Wszechmistrza
T7_2H_GLAIVE@3,Glewia Wszechmistrza
T8_2H_GLAIVE,Glewia Starszego
T8_2H_GLAIVE@1,Glewia Starszego
T8_2H_GLAIVE@2,Glewia Starszego
T8_2H_GLAIVE@3,Glewia Starszego
T4_MAIN_SPEAR_KEEPER,Włócznia Czapli Adepta
T4_MAIN_SPEAR_KEEPER@1,Włócznia Czapli Adepta
T4_MAIN_SPEAR_KEEPER@2,Włócznia Czapli Adepta
T4_MAIN_SPEAR_KEEPER@3,Włócznia Czapli Adepta
T5_MAIN_SPEAR_KEEPER,Włócznia Czapli Znawcy
T5_MAIN_SPEAR_KEEPER@1,Włócznia Czapli Znawcy
T5_MAIN_SPEAR_KEEPER@2,Włócznia Czapli Znawcy
T5_MAIN_SPEAR_KEEPER@3,Włócznia Czapli Znawcy
T6_MAIN_SPEAR_KEEPER,Włócznia Czapli Mistrza
T6_MAIN_SPEAR_KEEPER@1,Włócznia Czapli Mistrza
T6_MAIN_SPEAR_KEEPER@2,Włócznia Czapli Mistrza
T6_MAIN_SPEAR_KEEPER@3,Włócznia Czapli Mistrza
T7_MAIN_SPEAR_KEEPER,Włócznia Czapli Wszechmistrza
T7_MAIN_SPEAR_KEEPER@1,Włócznia Czapli Wszechmistrza
T7_MAIN_SPEAR_KEEPER@2,Włócznia Czapli Wszechmistrza
T7_MAIN_SPEAR_KEEPER@3,Włócznia Czapli Wszechmistrza
T8_MAIN_SPEAR_KEEPER,Włócznia Czapli Starszego
T8_MAIN_SPEAR_KEEPER@1,Włócznia Czapli Starszego
T8_MAIN_SPEAR_KEEPER@2,Włócznia Czapli Starszego
T8_MAIN_SPEAR_KEEPER@3,Włócznia Czapli Starszego
T4_2H_HARPOON_HELL,Łowca Ducha Adepta
T4_2H_HARPOON_HELL@1,Łowca Ducha Adepta
T4_2H_HARPOON_HELL@2,Łowca Ducha Adepta
T4_2H_HARPOON_HELL@3,Łowca Ducha Adepta
T5_2H_HARPOON_HELL,Łowca Ducha Znawcy
T5_2H_HARPOON_HELL@1,Łowca Ducha Znawcy
T5_2H_HARPOON_HELL@2,Łowca Ducha Znawcy
T5_2H_HARPOON_HELL@3,Łowca Ducha Znawcy
T6_2H_HARPOON_HELL,Łowca Ducha Mistrza
T6_2H_HARPOON_HELL@1,Łowca Ducha Mistrza
T6_2H_HARPOON_HELL@2,Łowca Ducha Mistrza
T6_2H_HARPOON_HELL@3,Łowca Ducha Mistrza
T7_2H_HARPOON_HELL,Łowca Ducha Wszechmistrza
T7_2H_HARPOON_HELL@1,Łowca Ducha Wszechmistrza
T7_2H_HARPOON_HELL@2,Łowca Ducha Wszechmistrza
T7_2H_HARPOON_HELL@3,Łowca Ducha Wszechmistrza
T8_2H_HARPOON_HELL,Łowca Ducha Starszego
T8_2H_HARPOON_HELL@1,Łowca Ducha Starszego
T8_2H_HARPOON_HELL@2,Łowca Ducha Starszego
T8_2H_HARPOON_HELL@3,Łowca Ducha Starszego
T4_2H_TRIDENT_UNDEAD,Włócznia Trójcy Adepta
T4_2H_TRIDENT_UNDEAD@1,Włócznia Trójcy Adepta
T4_2H_TRIDENT_UNDEAD@2,Włócznia Trójcy Adepta
T4_2H_TRIDENT_UNDEAD@3,Włócznia Trójcy Adepta
T5_2H_TRIDENT_UNDEAD,Włócznia Trójcy Znawcy
T5_2H_TRIDENT_UNDEAD@1,Włócznia Trójcy Znawcy
T5_2H_TRIDENT_UNDEAD@2,Włócznia Trójcy Znawcy
T5_2H_TRIDENT_UNDEAD@3,Włócznia Trójcy Znawcy
T6_2H_TRIDENT_UNDEAD,Włócznia Trójcy Mistrza
T6_2H_TRIDENT_UNDEAD@1,Włócznia Trójcy Mistrza
T6_2H_TRIDENT_UNDEAD@2,Włócznia Trójcy Mistrza
T6_2H_TRIDENT_UNDEAD@3,Włócznia Trójcy Mistrza
T7_2H_TRIDENT_UNDEAD,Włócznia Trójcy Wszechmistrza
T7_2H_TRIDENT_UNDEAD@1,Włócznia Trójcy Wszechmistrza
T7_2H_TRIDENT_UNDEAD@2,Włócznia Trójcy Wszechmistrza
T7_2H_TRIDENT_UNDEAD@3,Włócznia Trójcy Wszechmistrza
T8_2H_TRIDENT_UNDEAD,Włócznia Trójcy Starszego
T8_2H_TRIDENT_UNDEAD@1,Włócznia Trójcy Starszego
T8_2H_TRIDENT_UNDEAD@2,Włócznia Trójcy Starszego
T8_2H_TRIDENT_UNDEAD@3,Włócznia Trójcy Starszego
T4_MAIN_SPEAR_LANCE_AVALON,Upadek Dnia Adepta
T4_MAIN_SPEAR_LANCE_AVALON@1,Upadek Dnia Adepta
T4_MAIN_SPEAR_LANCE_AVALON@2,Upadek Dnia Adepta
T4_MAIN_SPEAR_LANCE_AVALON@3,Upadek Dnia Adepta
T5_MAIN_SPEAR_LANCE_AVALON,Upadek Dnia Znawcy
T5_MAIN_SPEAR_LANCE_AVALON@1,Upadek Dnia Znawcy
T5_MAIN_SPEAR_LANCE_AVALON@2,Upadek Dnia Znawcy
T5_MAIN_SPEAR_LANCE_AVALON@3,Upadek Dnia Znawcy
T6_MAIN_SPEAR_LANCE_AVALON,Upadek Dnia Mistrza
T6_MAIN_SPEAR_LANCE_AVALON@1,Upadek Dnia Mistrza
T6_MAIN_SPEAR_LANCE_AVALON@2,Upadek Dnia Mistrza
T6_MAIN_SPEAR_LANCE_AVALON@3,Upadek Dnia Mistrza
T7_MAIN_SPEAR_LANCE_AVALON,Upadek Dnia Wszechmistrza
T7_MAIN_SPEAR_LANCE_AVALON@1,Upadek Dnia Wszechmistrza
T7_MAIN_SPEAR_LANCE_AVALON@2,Upadek Dnia Wszechmistrza
T7_MAIN_SPEAR_LANCE_AVALON@3,Upadek Dnia Wszechmistrza
T8_MAIN_SPEAR_LANCE_AVALON,Upadek Dnia Starszego
T8_MAIN_SPEAR_LANCE_AVALON@1,Upadek Dnia Starszego
T8_MAIN_SPEAR_LANCE_AVALON@2,Upadek Dnia Starszego
T8_MAIN_SPEAR_LANCE_AVALON@3,Upadek Dnia Starszego
T3_MAIN_AXE,Berdysz Czeladnika
T4_MAIN_AXE,Berdysz Adepta
T4_MAIN_AXE@1,Berdysz Adepta
T4_MAIN_AXE@2,Berdysz Adepta
T4_MAIN_AXE@3,Berdysz Adepta
T5_MAIN_AXE,Berdysz Znawcy
T5_MAIN_AXE@1,Berdysz Znawcy
T5_MAIN_AXE@2,Berdysz Znawcy
T5_MAIN_AXE@3,Berdysz Znawcy
T6_MAIN_AXE,Berdysz Mistrza
T6_MAIN_AXE@1,Berdysz Mistrza
T6_MAIN_AXE@2,Berdysz Mistrza
T6_MAIN_AXE@3,Berdysz Mistrza
T7_MAIN_AXE,Berdysz Wszechmistrza
T7_MAIN_AXE@1,Berdysz Wszechmistrza
T7_MAIN_AXE@2,Berdysz Wszechmistrza
T7_MAIN_AXE@3,Berdysz Wszechmistrza
T8_MAIN_AXE,Berdysz Starszego
T8_MAIN_AXE@1,Berdysz Starszego
T8_MAIN_AXE@2,Berdysz Starszego
T8_MAIN_AXE@3,Berdysz Starszego
T4_2H_AXE,Topór Adepta
T4_2H_AXE@1,Topór Adepta
T4_2H_AXE@2,Topór Adepta
T4_2H_AXE@3,Topór Adepta
T5_2H_AXE,Topór Znawcy
T5_2H_AXE@1,Topór Znawcy
T5_2H_AXE@2,Topór Znawcy
T5_2H_AXE@3,Topór Znawcy
T6_2H_AXE,Topór Mistrza
T6_2H_AXE@1,Topór Mistrza
T6_2H_AXE@2,Topór Mistrza
T6_2H_AXE@3,Topór Mistrza
T7_2H_AXE,Topór Wszechmistrza
T7_2H_AXE@1,Topór Wszechmistrza
T7_2H_AXE@2,Topór Wszechmistrza
T7_2H_AXE@3,Topór Wszechmistrza
T8_2H_AXE,Ręka Khora
T8_2H_AXE@1,Ręka Khora
T8_2H_AXE@2,Ręka Khora
T8_2H_AXE@3,Ręka Khora
T4_2H_HALBERD,Halabarda Adepta
T4_2H_HALBERD@1,Halabarda Adepta
T4_2H_HALBERD@2,Halabarda Adepta
T4_2H_HALBERD@3,Halabarda Adepta
T5_2H_HALBERD,Halabarda Znawcy
T5_2H_HALBERD@1,Halabarda Znawcy
T5_2H_HALBERD@2,Halabarda Znawcy
T5_2H_HALBERD@3,Halabarda Znawcy
T6_2H_HALBERD,Halabarda Mistrza
T6_2H_HALBERD@1,Halabarda Mistrza
T6_2H_HALBERD@2,Halabarda Mistrza
T6_2H_HALBERD@3,Halabarda Mistrza
T7_2H_HALBERD,Halabarda Wszechmistrza
T7_2H_HALBERD@1,Halabarda Wszechmistrza
T7_2H_HALBERD@2,Halabarda Wszechmistrza
T7_2H_HALBERD@3,Halabarda Wszechmistrza
T8_2H_HALBERD,Halabarda Starszego
T8_2H_HALBERD@1,Halabarda Starszego
T8_2H_HALBERD@2,Halabarda Starszego
T8_2H_HALBERD@3,Halabarda Starszego
T4_2H_HALBERD_MORGANA,Padlinotwórca Adepta
T4_2H_HALBERD_MORGANA@1,Padlinotwórca Adepta
T4_2H_HALBERD_MORGANA@2,Padlinotwórca Adepta
T4_2H_HALBERD_MORGANA@3,Padlinotwórca Adepta
T5_2H_HALBERD_MORGANA,Padlinotwórca Znawcy
T5_2H_HALBERD_MORGANA@1,Padlinotwórca Znawcy
T5_2H_HALBERD_MORGANA@2,Padlinotwórca Znawcy
T5_2H_HALBERD_MORGANA@3,Padlinotwórca Znawcy
T6_2H_HALBERD_MORGANA,Padlinotwórca Mistrza
T6_2H_HALBERD_MORGANA@1,Padlinotwórca Mistrza
T6_2H_HALBERD_MORGANA@2,Padlinotwórca Mistrza
T6_2H_HALBERD_MORGANA@3,Padlinotwórca Mistrza
T7_2H_HALBERD_MORGANA,Padlinotwórca Wszechmistrza
T7_2H_HALBERD_MORGANA@1,Padlinotwórca Wszechmistrza
T7_2H_HALBERD_MORGANA@2,Padlinotwórca Wszechmistrza
T7_2H_HALBERD_MORGANA@3,Padlinotwórca Wszechmistrza
T8_2H_HALBERD_MORGANA,Padlinotwórca Starszego
T8_2H_HALBERD_MORGANA@1,Padlinotwórca Starszego
T8_2H_HALBERD_MORGANA@2,Padlinotwórca Starszego
T8_2H_HALBERD_MORGANA@3,Padlinotwórca Starszego
T4_2H_SCYTHE_HELL,Infernalna Kosa Adepta
T4_2H_SCYTHE_HELL@1,Infernalna Kosa Adepta
T4_2H_SCYTHE_HELL@2,Infernalna Kosa Adepta
T4_2H_SCYTHE_HELL@3,Infernalna Kosa Adepta
T5_2H_SCYTHE_HELL,Infernalna Kosa Znawcy
T5_2H_SCYTHE_HELL@1,Infernalna Kosa Znawcy
T5_2H_SCYTHE_HELL@2,Infernalna Kosa Znawcy
T5_2H_SCYTHE_HELL@3,Infernalna Kosa Znawcy
T6_2H_SCYTHE_HELL,Infernalna Kosa Mistrza
T6_2H_SCYTHE_HELL@1,Infernalna Kosa Mistrza
T6_2H_SCYTHE_HELL@2,Infernalna Kosa Mistrza
T6_2H_SCYTHE_HELL@3,Infernalna Kosa Mistrza
T7_2H_SCYTHE_HELL,Infernalna Kosa Wszechmistrza
T7_2H_SCYTHE_HELL@1,Infernalna Kosa Wszechmistrza
T7_2H_SCYTHE_HELL@2,Infernalna Kosa Wszechmistrza
T7_2H_SCYTHE_HELL@3,Infernalna Kosa Wszechmistrza
T8_2H_SCYTHE_HELL,Infernalna Kosa Starszego
T8_2H_SCYTHE_HELL@1,Infernalna Kosa Starszego
T8_2H_SCYTHE_HELL@2,Infernalna Kosa Starszego
T8_2H_SCYTHE_HELL@3,Infernalna Kosa Starszego
T4_2H_DUALAXE_KEEPER,Niedźwiedzie Łapy Adepta
T4_2H_DUALAXE_KEEPER@1,Niedźwiedzie Łapy Adepta
T4_2H_DUALAXE_KEEPER@2,Niedźwiedzie Łapy Adepta
T4_2H_DUALAXE_KEEPER@3,Niedźwiedzie Łapy Adepta
T5_2H_DUALAXE_KEEPER,Niedźwiedzie Łapy Znawcy
T5_2H_DUALAXE_KEEPER@1,Niedźwiedzie Łapy Znawcy
T5_2H_DUALAXE_KEEPER@2,Niedźwiedzie Łapy Znawcy
T5_2H_DUALAXE_KEEPER@3,Niedźwiedzie Łapy Znawcy
T6_2H_DUALAXE_KEEPER,Niedźwiedzie Łapy Mistrza
T6_2H_DUALAXE_KEEPER@1,Niedźwiedzie Łapy Mistrza
T6_2H_DUALAXE_KEEPER@2,Niedźwiedzie Łapy Mistrza
T6_2H_DUALAXE_KEEPER@3,Niedźwiedzie Łapy Mistrza
T7_2H_DUALAXE_KEEPER,Niedźwiedzie Łapy Wszechmistrza
T7_2H_DUALAXE_KEEPER@1,Niedźwiedzie Łapy Wszechmistrza
T7_2H_DUALAXE_KEEPER@2,Niedźwiedzie Łapy Wszechmistrza
T7_2H_DUALAXE_KEEPER@3,Niedźwiedzie Łapy Wszechmistrza
T8_2H_DUALAXE_KEEPER,Niedźwiedzie Łapy Starszego
T8_2H_DUALAXE_KEEPER@1,Niedźwiedzie Łapy Starszego
T8_2H_DUALAXE_KEEPER@2,Niedźwiedzie Łapy Starszego
T8_2H_DUALAXE_KEEPER@3,Niedźwiedzie Łapy Starszego
T4_2H_AXE_AVALON,Łamacz Wymiarów Adepta
T4_2H_AXE_AVALON@1,Łamacz Wymiarów Adepta
T4_2H_AXE_AVALON@2,Łamacz Wymiarów Adepta
T4_2H_AXE_AVALON@3,Łamacz Wymiarów Adepta
T5_2H_AXE_AVALON,Łamacz Wymiarów Znawcy
T5_2H_AXE_AVALON@1,Łamacz Wymiarów Znawcy
T5_2H_AXE_AVALON@2,Łamacz Wymiarów Znawcy
T5_2H_AXE_AVALON@3,Łamacz Wymiarów Znawcy
T6_2H_AXE_AVALON,Łamacz Wymiarów Mistrza
T6_2H_AXE_AVALON@1,Łamacz Wymiarów Mistrza
T6_2H_AXE_AVALON@2,Łamacz Wymiarów Mistrza
T6_2H_AXE_AVALON@3,Łamacz Wymiarów Mistrza
T7_2H_AXE_AVALON,Łamacz Wymiarów Wszechmistrza
T7_2H_AXE_AVALON@1,Łamacz Wymiarów Wszechmistrza
T7_2H_AXE_AVALON@2,Łamacz Wymiarów Wszechmistrza
T7_2H_AXE_AVALON@3,Łamacz Wymiarów Wszechmistrza
T8_2H_AXE_AVALON,Łamacz Wymiarów Starszego
T8_2H_AXE_AVALON@1,Łamacz Wymiarów Starszego
T8_2H_AXE_AVALON@2,Łamacz Wymiarów Starszego
T8_2H_AXE_AVALON@3,Łamacz Wymiarów Starszego
T1_MAIN_SWORD,Pałasz Początkującego
T2_MAIN_SWORD,Pałasz Nowicjusza
T3_MAIN_SWORD,Pałasz Czeladnika
T4_MAIN_SWORD,Pałasz Adepta
T4_MAIN_SWORD@1,Pałasz Adepta
T4_MAIN_SWORD@2,Pałasz Adepta
T4_MAIN_SWORD@3,Pałasz Adepta
T5_MAIN_SWORD,Pałasz Znawcy
T5_MAIN_SWORD@1,Pałasz Znawcy
T5_MAIN_SWORD@2,Pałasz Znawcy
T5_MAIN_SWORD@3,Pałasz Znawcy
T6_MAIN_SWORD,Pałasz Mistrza
T6_MAIN_SWORD@1,Pałasz Mistrza
T6_MAIN_SWORD@2,Pałasz Mistrza
T6_MAIN_SWORD@3,Pałasz Mistrza
T7_MAIN_SWORD,Pałasz Wszechmistrza
T7_MAIN_SWORD@1,Pałasz Wszechmistrza
T7_MAIN_SWORD@2,Pałasz Wszechmistrza
T7_MAIN_SWORD@3,Pałasz Wszechmistrza
T8_MAIN_SWORD,Pałasz Starszego
T8_MAIN_SWORD@1,Pałasz Starszego
T8_MAIN_SWORD@2,Pałasz Starszego
T8_MAIN_SWORD@3,Pałasz Starszego
T4_2H_CLAYMORE,Claymore Adepta
T4_2H_CLAYMORE@1,Claymore Adepta
T4_2H_CLAYMORE@2,Claymore Adepta
T4_2H_CLAYMORE@3,Claymore Adepta
T5_2H_CLAYMORE,Claymore Znawcy
T5_2H_CLAYMORE@1,Claymore Znawcy
T5_2H_CLAYMORE@2,Claymore Znawcy
T5_2H_CLAYMORE@3,Claymore Znawcy
T6_2H_CLAYMORE,Claymore Mistrza
T6_2H_CLAYMORE@1,Claymore Mistrza
T6_2H_CLAYMORE@2,Claymore Mistrza
T6_2H_CLAYMORE@3,Claymore Mistrza
T7_2H_CLAYMORE,Claymore Wszechmistrza
T7_2H_CLAYMORE@1,Claymore Wszechmistrza
T7_2H_CLAYMORE@2,Claymore Wszechmistrza
